,Unnamed: 0,dateandtime,air-temp-1.8m-2m,air-hum,air-temp-1m,soil-temp,rain,date_full,hour_full
31487,31487,27.5.2019. 9:00:00,17.7,84.5,17.9,17.8,0.0,27.5.2019  9:00:00,00
31488,31488,27.5.2019. 8:50:00,17.7,83.9,17.9,17.7,0.0,27.5.2019  8:50:00,50
31489,31489,27.5.2019. 8:40:00,17.9,83.2,18.2,17.7,0.0,27.5.2019  8:40:00,40
31490,31490,27.5.2019. 8:30:00,18.2,84.0,18.8,17.8,0.0,27.5.2019  8:30:00,30
31491,31491,27.5.2019. 8:20:00,18.0,84.2,18.7,17.8,0.0,27.5.2019  8:20:00,20
31492,31492,27.5.2019. 8:10:00,17.8,84.6,18.4,17.8,0.0,27.5.2019  8:10:00,10
31493,31493,27.5.2019. 8:00:00,17.8,84.6,18.4,17.8,0.0,27.5.2019  8:00:00,00
31494,31494,27.5.2019. 7:50:00,17.5,84.9,18.2,17.8,0.0,27.5.2019  7:50:00,50
31495,31495,27.5.2019. 7:40:00,16.9,86.7,17.0,17.8,0.0,27.5.2019  7:40:00,40
31496,31496,27.5.2019. 7:30:00,16.7,87.1,16.2,17.8,0.2,27.5.2019  7:30:00,30
31497,31497,27.5.2019. 7:20:00,16.8,86.7,16.3,17.8,0.0,27.5.2019  7:20:00,20
31498,31498,27.5.2019. 7:10:00,17.0,86.1,17.0,17.8,0.0,27.5.2019  7:10:00,10
31499,31499,27.5.2019. 7:00:00,17.2,85.9,17.4,17.8,0.0,27.5.2019  7:00:00,00
31500,31500,27.5.2019. 6:50:00,17.1,86.2,17.5,17.9,0.0,27.5.2019  6:50:00,50
31501,31501,27.5.2019. 6:40:00,16.9,87.0,17.5,17.9,0.0,27.5.2019  6:40:00,40
31502,31502,27.5.2019. 6:30:00,16.5,87.9,17.2,17.9,0.0,27.5.2019  6:30:00,30
31503,31503,27.5.2019. 6:20:00,16.2,88.4,16.8,17.9,0.0,27.5.2019  6:20:00,20
31504,31504,27.5.2019. 6:10:00,16.0,88.8,16.2,17.9,0.0,27.5.2019  6:10:00,10
31505,31505,27.5.2019. 6:00:00,16.0,88.9,16.0,17.9,0.0,27.5.2019  6:00:00,00
31506,31506,27.5.2019. 5:50:00,15.9,88.9,15.9,18.0,0.0,27.5.2019  5:50:00,50
31507,31507,27.5.2019. 5:40:00,15.8,88.9,15.9,18.0,0.0,27.5.2019  5:40:00,40
31508,31508,27.5.2019. 5:30:00,15.8,89.0,15.8,18.0,0.0,27.5.2019  5:30:00,30
31509,31509,27.5.2019. 5:20:00,15.7,89.0,15.7,18.0,0.0,27.5.2019  5:20:00,20
31510,31510,27.5.2019. 5:10:00,15.7,89.0,15.6,18.1,0.0,27.5.2019  5:10:00,10
31511,31511,27.5.2019. 5:00:00,15.7,88.9,15.5,18.1,0.0,27.5.2019  5:00:00,00
31512,31512,27.5.2019. 4:50:00,15.8,88.9,15.6,18.1,0.0,27.5.2019  4:50:00,50
31513,31513,27.5.2019. 4:40:00,15.7,88.7,15.5,18.1,0.0,27.5.2019  4:40:00,40
31514,31514,27.5.2019. 4:30:00,15.6,88.5,15.4,18.1,0.0,27.5.2019  4:30:00,30
31515,31515,27.5.2019. 4:20:00,15.6,88.4,15.4,18.2,0.0,27.5.2019  4:20:00,20
31516,31516,27.5.2019. 4:10:00,15.7,88.3,15.4,18.2,0.0,27.5.2019  4:10:00,10
31517,31517,27.5.2019. 4:00:00,15.8,88.2,15.5,18.2,0.0,27.5.2019  4:00:00,00
31518,31518,27.5.2019. 3:50:00,15.9,88.1,15.6,18.2,0.0,27.5.2019  3:50:00,50
31519,31519,27.5.2019. 3:40:00,16.0,88.0,15.8,18.2,0.0,27.5.2019  3:40:00,40
31520,31520,27.5.2019. 3:30:00,16.1,87.9,15.9,18.2,0.0,27.5.2019  3:30:00,30
31521,31521,27.5.2019. 3:20:00,16.2,87.8,16.1,18.3,0.0,27.5.2019  3:20:00,20
31522,31522,27.5.2019. 3:10:00,16.3,87.6,16.2,18.3,0.0,27.5.2019  3:10:00,10
31523,31523,27.5.2019. 3:00:00,16.3,87.5,16.2,18.4,0.0,27.5.2019  3:00:00,00
31524,31524,27.5.2019. 2:50:00,16.3,87.4,16.1,18.4,0.0,27.5.2019  2:50:00,50
31525,31525,27.5.2019. 2:40:00,16.2,87.3,16.1,18.4,0.0,27.5.2019  2:40:00,40
31526,31526,27.5.2019. 2:30:00,16.4,87.3,16.2,18.4,0.0,27.5.2019  2:30:00,30
31527,31527,27.5.2019. 2:20:00,16.5,87.0,16.2,18.4,0.0,27.5.2019  2:20:00,20
31528,31528,27.5.2019. 2:10:00,16.5,86.9,16.2,18.5,0.0,27.5.2019  2:10:00,10
31529,31529,27.5.2019. 2:00:00,16.7,86.5,16.3,18.5,0.0,27.5.2019  2:00:00,00
31530,31530,27.5.2019. 1:50:00,16.6,86.0,16.4,18.5,0.0,27.5.2019  1:50:00,50
31531,31531,27.5.2019. 1:40:00,16.7,86.1,16.4,18.6,0.0,27.5.2019  1:40:00,40
31532,31532,27.5.2019. 1:30:00,16.7,86.2,16.5,18.6,0.0,27.5.2019  1:30:00,30
31533,31533,27.5.2019. 1:20:00,16.6,86.2,16.4,18.6,0.0,27.5.2019  1:20:00,20
31534,31534,27.5.2019. 1:10:00,16.7,86.1,16.4,18.6,0.0,27.5.2019  1:10:00,10
31535,31535,27.5.2019. 1:00:00,16.8,85.8,16.4,18.7,0.0,27.5.2019  1:00:00,00
31536,31536,27.5.2019. 0:50:00,16.8,85.5,16.5,18.7,0.0,27.5.2019  0:50:00,50
31537,31537,27.5.2019. 0:40:00,17.0,84.9,16.6,18.8,0.0,27.5.2019  0:40:00,40
31538,31538,27.5.2019. 0:30:00,17.0,84.2,16.8,18.8,0.0,27.5.2019  0:30:00,30
31539,31539,27.5.2019. 0:20:00,17.1,84.0,16.8,18.8,0.0,27.5.2019  0:20:00,20
31540,31540,27.5.2019. 0:10:00,17.1,84.0,16.9,18.8,0.0,27.5.2019  0:10:00,10
31541,31541,27.5.2019. 0:00:00,17.2,83.5,17.0,18.8,0.0,27.5.2019  0:00:00,00
31542,31542,26.5.2019. 23:50:00,17.3,82.8,17.0,18.9,0.0,26.5.2019  23:50:00,50
31543,31543,26.5.2019. 23:40:00,17.4,82.5,17.1,18.9,0.0,26.5.2019  23:40:00,40
31544,31544,26.5.2019. 23:30:00,17.1,82.8,16.9,18.9,0.0,26.5.2019  23:30:00,30
31545,31545,26.5.2019. 23:20:00,17.0,83.6,16.8,19.0,0.0,26.5.2019  23:20:00,20
31546,31546,26.5.2019. 23:10:00,17.0,83.0,16.8,19.0,0.0,26.5.2019  23:10:00,10
31547,31547,26.5.2019. 23:00:00,16.9,83.8,16.5,19.0,0.0,26.5.2019  23:00:00,00
31548,31548,26.5.2019. 22:50:00,16.8,83.5,16.2,19.1,0.0,26.5.2019  22:50:00,50
31549,31549,26.5.2019. 22:40:00,17.1,83.2,16.3,19.1,0.0,26.5.2019  22:40:00,40
31550,31550,26.5.2019. 22:30:00,17.6,81.0,16.7,19.2,0.0,26.5.2019  22:30:00,30
31551,31551,26.5.2019. 22:20:00,18.2,79.5,17.4,19.2,0.0,26.5.2019  22:20:00,20
31552,31552,26.5.2019. 22:10:00,18.2,79.0,17.8,19.2,0.0,26.5.2019  22:10:00,10
31553,31553,26.5.2019. 22:00:00,17.8,80.1,17.1,19.2,0.0,26.5.2019  22:00:00,00
31554,31554,26.5.2019. 21:50:00,18.3,78.5,17.7,19.2,0.0,26.5.2019  21:50:00,50
31555,31555,26.5.2019. 21:40:00,18.4,77.9,17.9,19.3,0.0,26.5.2019  21:40:00,40
31556,31556,26.5.2019. 21:30:00,18.6,77.5,18.2,19.3,0.0,26.5.2019  21:30:00,30
31557,31557,26.5.2019. 21:20:00,18.7,76.5,18.3,19.3,0.0,26.5.2019  21:20:00,20
31558,31558,26.5.2019. 21:10:00,19.1,75.7,18.6,19.4,0.0,26.5.2019  21:10:00,10
31559,31559,26.5.2019. 21:00:00,19.6,76.1,19.2,19.4,0.0,26.5.2019  21:00:00,00
31560,31560,26.5.2019. 20:50:00,20.0,76.6,19.5,19.4,0.0,26.5.2019  20:50:00,50
31561,31561,26.5.2019. 20:40:00,20.3,76.2,19.7,19.4,0.0,26.5.2019  20:40:00,40
31562,31562,26.5.2019. 20:30:00,20.6,75.8,20.1,19.4,0.0,26.5.2019  20:30:00,30
31563,31563,26.5.2019. 20:20:00,20.8,77.5,20.2,19.4,0.0,26.5.2019  20:20:00,20
31564,31564,26.5.2019. 20:10:00,21.5,75.1,20.8,19.4,0.0,26.5.2019  20:10:00,10
31565,31565,26.5.2019. 20:00:00,21.8,71.4,21.4,19.4,0.0,26.5.2019  20:00:00,00
31566,31566,26.5.2019. 19:50:00,22.1,71.7,21.8,19.4,0.0,26.5.2019  19:50:00,50
31567,31567,26.5.2019. 19:40:00,22.3,72.1,22.1,19.5,0.0,26.5.2019  19:40:00,40
31568,31568,26.5.2019. 19:30:00,22.7,70.8,22.5,19.4,0.0,26.5.2019  19:30:00,30
31569,31569,26.5.2019. 19:20:00,23.1,69.1,22.9,19.4,0.0,26.5.2019  19:20:00,20
31570,31570,26.5.2019. 19:10:00,23.2,67.7,23.1,19.4,0.0,26.5.2019  19:10:00,10
31571,31571,26.5.2019. 19:00:00,23.6,67.0,23.6,19.5,0.0,26.5.2019  19:00:00,00
31572,31572,26.5.2019. 18:50:00,24.1,63.5,24.2,19.4,0.0,26.5.2019  18:50:00,50
31573,31573,26.5.2019. 18:40:00,24.4,61.6,24.4,19.4,0.0,26.5.2019  18:40:00,40
31574,31574,26.5.2019. 18:30:00,24.7,61.6,25.1,19.4,0.0,26.5.2019  18:30:00,30
31575,31575,26.5.2019. 18:20:00,24.7,55.6,25.1,19.4,0.0,26.5.2019  18:20:00,20
31576,31576,26.5.2019. 18:10:00,24.8,56.0,25.1,19.4,0.0,26.5.2019  18:10:00,10
31577,31577,26.5.2019. 18:00:00,24.9,56.5,25.4,19.4,0.0,26.5.2019  18:00:00,00
31578,31578,26.5.2019. 17:50:00,25.1,54.5,25.9,19.3,0.0,26.5.2019  17:50:00,50
31579,31579,26.5.2019. 17:40:00,25.4,53.0,26.2,19.3,0.0,26.5.2019  17:40:00,40
31580,31580,26.5.2019. 17:30:00,25.7,52.5,26.6,19.2,0.0,26.5.2019  17:30:00,30
31581,31581,26.5.2019. 17:20:00,24.9,57.8,25.4,19.2,0.0,26.5.2019  17:20:00,20
31582,31582,26.5.2019. 17:10:00,25.3,52.9,25.6,19.2,0.0,26.5.2019  17:10:00,10
31583,31583,26.5.2019. 17:00:00,26.3,47.2,27.7,19.1,0.0,26.5.2019  17:00:00,00
31584,31584,26.5.2019. 16:50:00,26.9,49.1,29.3,19.1,0.0,26.5.2019  16:50:00,50
31585,31585,26.5.2019. 16:40:00,26.6,44.2,28.3,19.1,0.0,26.5.2019  16:40:00,40
31586,31586,26.5.2019. 16:30:00,26.6,45.7,28.2,19.0,0.0,26.5.2019  16:30:00,30
31587,31587,26.5.2019. 16:20:00,27.3,39.9,28.9,18.9,0.0,26.5.2019  16:20:00,20
31588,31588,26.5.2019. 16:10:00,26.4,49.1,27.8,18.8,0.0,26.5.2019  16:10:00,10
31589,31589,26.5.2019. 16:00:00,25.4,57.1,26.1,18.8,0.0,26.5.2019  16:00:00,00
31590,31590,26.5.2019. 15:50:00,26.8,52.8,28.9,18.8,0.0,26.5.2019  15:50:00,50
31591,31591,26.5.2019. 15:40:00,26.6,50.7,28.6,18.7,0.0,26.5.2019  15:40:00,40
31592,31592,26.5.2019. 15:30:00,27.5,48.9,31.4,18.6,0.0,26.5.2019  15:30:00,30
31593,31593,26.5.2019. 15:20:00,27.1,48.7,29.8,18.6,0.0,26.5.2019  15:20:00,20
31594,31594,26.5.2019. 15:10:00,26.7,45.9,29.9,18.5,0.0,26.5.2019  15:10:00,10
31595,31595,26.5.2019. 15:00:00,26.6,49.1,29.8,18.4,0.0,26.5.2019  15:00:00,00
31596,31596,26.5.2019. 14:50:00,26.9,51.6,30.2,18.3,0.0,26.5.2019  14:50:00,50
31597,31597,26.5.2019. 14:40:00,26.5,55.8,29.8,18.2,0.0,26.5.2019  14:40:00,40
31598,31598,26.5.2019. 14:30:00,26.6,48.8,30.8,18.2,0.0,26.5.2019  14:30:00,30
31599,31599,26.5.2019. 14:20:00,26.6,49.8,30.4,18.1,0.0,26.5.2019  14:20:00,20
31600,31600,26.5.2019. 14:10:00,26.6,50.4,29.4,18.1,0.0,26.5.2019  14:10:00,10
31601,31601,26.5.2019. 14:00:00,26.8,52.4,29.8,18.0,0.0,26.5.2019  14:00:00,00
31602,31602,26.5.2019. 13:50:00,26.6,53.0,29.2,17.9,0.0,26.5.2019  13:50:00,50
31603,31603,26.5.2019. 13:40:00,26.6,58.0,29.0,17.8,0.0,26.5.2019  13:40:00,40
31604,31604,26.5.2019. 13:30:00,26.9,54.0,29.6,17.8,0.0,26.5.2019  13:30:00,30
31605,31605,26.5.2019. 13:20:00,26.4,52.5,30.0,17.7,0.0,26.5.2019  13:20:00,20
31606,31606,26.5.2019. 13:10:00,25.8,52.2,28.5,17.6,0.0,26.5.2019  13:10:00,10
31607,31607,26.5.2019. 13:00:00,26.2,54.2,29.4,17.5,0.0,26.5.2019  13:00:00,00
31608,31608,26.5.2019. 12:50:00,26.2,57.0,30.5,17.4,0.0,26.5.2019  12:50:00,50
31609,31609,26.5.2019. 12:40:00,25.5,61.2,29.2,17.3,0.0,26.5.2019  12:40:00,40
31610,31610,26.5.2019. 12:30:00,25.6,57.0,28.2,17.3,0.0,26.5.2019  12:30:00,30
31611,31611,26.5.2019. 12:20:00,25.6,58.5,29.7,17.2,0.0,26.5.2019  12:20:00,20
31612,31612,26.5.2019. 12:10:00,25.6,55.6,29.8,17.2,0.0,26.5.2019  12:10:00,10
31613,31613,26.5.2019. 12:00:00,25.3,57.4,30.0,17.1,0.0,26.5.2019  12:00:00,00
31614,31614,26.5.2019. 11:50:00,25.1,58.1,28.6,17.0,0.0,26.5.2019  11:50:00,50
31615,31615,26.5.2019. 11:40:00,25.3,59.2,29.7,17.0,0.0,26.5.2019  11:40:00,40
31616,31616,26.5.2019. 11:30:00,24.9,59.4,29.5,16.9,0.0,26.5.2019  11:30:00,30
31617,31617,26.5.2019. 11:20:00,24.7,58.8,29.9,16.9,0.0,26.5.2019  11:20:00,20
31618,31618,26.5.2019. 11:10:00,24.2,59.8,28.3,16.9,0.0,26.5.2019  11:10:00,10
31619,31619,26.5.2019. 11:00:00,24.3,57.4,28.8,16.8,0.0,26.5.2019  11:00:00,00
31620,31620,26.5.2019. 10:50:00,24.4,59.1,29.5,16.8,0.0,26.5.2019  10:50:00,50
31621,31621,26.5.2019. 10:40:00,23.9,60.5,28.4,16.8,0.0,26.5.2019  10:40:00,40
31622,31622,26.5.2019. 10:30:00,23.8,60.7,26.6,16.8,0.0,26.5.2019  10:30:00,30
31623,31623,26.5.2019. 10:20:00,23.5,64.7,24.8,16.7,0.0,26.5.2019  10:20:00,20
31624,31624,26.5.2019. 10:10:00,23.0,67.1,24.0,16.6,0.0,26.5.2019  10:10:00,10
31625,31625,26.5.2019. 10:00:00,22.9,68.1,24.0,16.6,0.0,26.5.2019  10:00:00,00
31626,31626,26.5.2019. 9:50:00,22.6,68.7,23.9,16.6,0.0,26.5.2019  9:50:00,50
31627,31627,26.5.2019. 9:40:00,22.8,65.2,24.0,16.6,0.0,26.5.2019  9:40:00,40
31628,31628,26.5.2019. 9:30:00,22.5,64.0,23.8,16.6,0.0,26.5.2019  9:30:00,30
31629,31629,26.5.2019. 9:20:00,22.2,63.7,23.5,16.6,0.0,26.5.2019  9:20:00,20
31630,31630,26.5.2019. 9:10:00,22.1,66.9,23.2,16.5,0.0,26.5.2019  9:10:00,10
31631,31631,26.5.2019. 9:00:00,22.0,65.2,23.4,16.5,0.0,26.5.2019  9:00:00,00
31632,31632,26.5.2019. 8:50:00,21.8,71.2,22.6,16.5,0.0,26.5.2019  8:50:00,50
31633,31633,26.5.2019. 8:40:00,21.1,69.8,23.1,16.5,0.0,26.5.2019  8:40:00,40
31634,31634,26.5.2019. 8:30:00,20.7,72.3,24.1,16.5,0.0,26.5.2019  8:30:00,30
31635,31635,26.5.2019. 8:20:00,20.3,73.3,24.1,16.5,0.0,26.5.2019  8:20:00,20
31636,31636,26.5.2019. 8:10:00,20.5,74.8,23.1,16.5,0.0,26.5.2019  8:10:00,10
31637,31637,26.5.2019. 8:00:00,20.2,75.4,21.7,16.5,0.0,26.5.2019  8:00:00,00
31638,31638,26.5.2019. 7:50:00,19.2,77.8,20.5,16.5,0.0,26.5.2019  7:50:00,50
31639,31639,26.5.2019. 7:40:00,18.4,80.1,19.9,16.5,0.0,26.5.2019  7:40:00,40
31640,31640,26.5.2019. 7:30:00,18.2,80.4,22.2,16.5,0.0,26.5.2019  7:30:00,30
31641,31641,26.5.2019. 7:20:00,17.3,80.9,20.8,16.5,0.0,26.5.2019  7:20:00,20
31642,31642,26.5.2019. 7:10:00,17.0,81.7,19.9,16.6,0.0,26.5.2019  7:10:00,10
31643,31643,26.5.2019. 7:00:00,16.5,82.6,19.1,16.6,0.0,26.5.2019  7:00:00,00
31644,31644,26.5.2019. 6:50:00,16.3,84.1,18.8,16.6,0.0,26.5.2019  6:50:00,50
31645,31645,26.5.2019. 6:40:00,15.4,86.2,18.2,16.6,0.0,26.5.2019  6:40:00,40
31646,31646,26.5.2019. 6:30:00,15.1,88.3,17.6,16.6,0.0,26.5.2019  6:30:00,30
31647,31647,26.5.2019. 6:20:00,14.3,89.1,17.2,16.6,0.0,26.5.2019  6:20:00,20
31648,31648,26.5.2019. 6:10:00,13.8,89.5,14.6,16.7,0.0,26.5.2019  6:10:00,10
31649,31649,26.5.2019. 6:00:00,13.1,89.7,12.9,16.7,0.0,26.5.2019  6:00:00,00
31650,31650,26.5.2019. 5:50:00,12.6,89.8,12.2,16.7,0.0,26.5.2019  5:50:00,50
31651,31651,26.5.2019. 5:40:00,12.0,89.8,11.7,16.8,0.0,26.5.2019  5:40:00,40
31652,31652,26.5.2019. 5:30:00,11.9,89.7,11.7,16.8,0.0,26.5.2019  5:30:00,30
31653,31653,26.5.2019. 5:20:00,12.0,89.7,11.7,16.8,0.0,26.5.2019  5:20:00,20
31654,31654,26.5.2019. 5:10:00,12.1,89.6,11.6,16.8,0.0,26.5.2019  5:10:00,10
31655,31655,26.5.2019. 5:00:00,12.2,89.6,11.6,16.8,0.0,26.5.2019  5:00:00,00
31656,31656,26.5.2019. 4:50:00,12.0,89.4,11.5,16.9,0.0,26.5.2019  4:50:00,50
31657,31657,26.5.2019. 4:40:00,12.1,89.3,11.8,16.9,0.0,26.5.2019  4:40:00,40
31658,31658,26.5.2019. 4:30:00,12.5,89.2,12.1,16.9,0.0,26.5.2019  4:30:00,30
31659,31659,26.5.2019. 4:20:00,12.9,89.3,12.5,16.9,0.0,26.5.2019  4:20:00,20
31660,31660,26.5.2019. 4:10:00,13.2,89.3,13.0,17.0,0.0,26.5.2019  4:10:00,10
31661,31661,26.5.2019. 4:00:00,13.3,89.3,12.9,17.0,0.0,26.5.2019  4:00:00,00
31662,31662,26.5.2019. 3:50:00,13.3,89.3,12.9,17.1,0.0,26.5.2019  3:50:00,50
31663,31663,26.5.2019. 3:40:00,13.3,89.1,12.9,17.1,0.0,26.5.2019  3:40:00,40
31664,31664,26.5.2019. 3:30:00,13.4,89.1,13.1,17.1,0.0,26.5.2019  3:30:00,30
31665,31665,26.5.2019. 3:20:00,13.4,89.1,13.2,17.1,0.0,26.5.2019  3:20:00,20
31666,31666,26.5.2019. 3:10:00,13.4,89.0,13.2,17.1,0.0,26.5.2019  3:10:00,10
31667,31667,26.5.2019. 3:00:00,13.4,89.0,13.2,17.1,0.0,26.5.2019  3:00:00,00
31668,31668,26.5.2019. 2:50:00,13.4,88.9,13.1,17.2,0.0,26.5.2019  2:50:00,50
31669,31669,26.5.2019. 2:40:00,13.4,88.7,13.1,17.2,0.0,26.5.2019  2:40:00,40
31670,31670,26.5.2019. 2:30:00,13.4,88.3,12.9,17.2,0.0,26.5.2019  2:30:00,30
31671,31671,26.5.2019. 2:20:00,13.5,88.2,13.1,17.2,0.0,26.5.2019  2:20:00,20
31672,31672,26.5.2019. 2:10:00,13.6,88.2,13.1,17.3,0.0,26.5.2019  2:10:00,10
31673,31673,26.5.2019. 2:00:00,13.6,88.1,13.0,17.3,0.0,26.5.2019  2:00:00,00
31674,31674,26.5.2019. 1:50:00,13.6,87.9,13.1,17.3,0.0,26.5.2019  1:50:00,50
31675,31675,26.5.2019. 1:40:00,13.6,87.7,13.2,17.4,0.0,26.5.2019  1:40:00,40
31676,31676,26.5.2019. 1:30:00,13.8,87.5,13.4,17.4,0.0,26.5.2019  1:30:00,30
31677,31677,26.5.2019. 1:20:00,14.0,87.4,13.6,17.4,0.0,26.5.2019  1:20:00,20
31678,31678,26.5.2019. 1:10:00,14.2,87.2,13.9,17.5,0.0,26.5.2019  1:10:00,10
31679,31679,26.5.2019. 1:00:00,14.2,87.1,14.1,17.5,0.0,26.5.2019  1:00:00,00
31680,31680,26.5.2019. 0:50:00,14.2,87.0,14.0,17.5,0.0,26.5.2019  0:50:00,50
31681,31681,26.5.2019. 0:40:00,14.1,86.8,13.9,17.6,0.0,26.5.2019  0:40:00,40
31682,31682,26.5.2019. 0:30:00,14.1,86.5,13.8,17.6,0.0,26.5.2019  0:30:00,30
31683,31683,26.5.2019. 0:20:00,14.2,86.1,13.8,17.6,0.0,26.5.2019  0:20:00,20
31684,31684,26.5.2019. 0:10:00,14.2,85.7,13.8,17.6,0.0,26.5.2019  0:10:00,10
31685,31685,26.5.2019. 0:00:00,14.3,85.4,13.7,17.7,0.0,26.5.2019  0:00:00,00
31686,31686,25.5.2019. 23:50:00,14.5,85.0,13.9,17.7,0.0,25.5.2019  23:50:00,50
31687,31687,25.5.2019. 23:40:00,14.8,84.2,14.0,17.7,0.0,25.5.2019  23:40:00,40
31688,31688,25.5.2019. 23:30:00,14.6,83.7,14.1,17.8,0.0,25.5.2019  23:30:00,30
31689,31689,25.5.2019. 23:20:00,14.6,83.9,14.1,17.8,0.0,25.5.2019  23:20:00,20
31690,31690,25.5.2019. 23:10:00,14.6,83.4,13.9,17.8,0.0,25.5.2019  23:10:00,10
31691,31691,25.5.2019. 23:00:00,14.9,82.6,14.1,17.9,0.0,25.5.2019  23:00:00,00
31692,31692,25.5.2019. 22:50:00,15.7,80.2,14.5,17.9,0.0,25.5.2019  22:50:00,50
31693,31693,25.5.2019. 22:40:00,16.2,78.9,14.9,17.9,0.0,25.5.2019  22:40:00,40
31694,31694,25.5.2019. 22:30:00,15.8,79.7,14.8,18.0,0.0,25.5.2019  22:30:00,30
31695,31695,25.5.2019. 22:20:00,15.5,82.2,14.6,18.0,0.0,25.5.2019  22:20:00,20
31696,31696,25.5.2019. 22:10:00,15.4,81.2,14.7,18.0,0.0,25.5.2019  22:10:00,10
31697,31697,25.5.2019. 22:00:00,15.8,80.2,14.8,18.1,0.0,25.5.2019  22:00:00,00
31698,31698,25.5.2019. 21:50:00,16.7,78.1,15.4,18.1,0.0,25.5.2019  21:50:00,50
31699,31699,25.5.2019. 21:40:00,16.8,77.8,15.6,18.1,0.0,25.5.2019  21:40:00,40
31700,31700,25.5.2019. 21:30:00,16.9,78.7,15.7,18.2,0.0,25.5.2019  21:30:00,30
31701,31701,25.5.2019. 21:20:00,17.8,75.7,16.7,18.1,0.0,25.5.2019  21:20:00,20
31702,31702,25.5.2019. 21:10:00,18.0,76.2,16.6,18.2,0.0,25.5.2019  21:10:00,10
31703,31703,25.5.2019. 21:00:00,18.1,75.3,16.9,18.2,0.0,25.5.2019  21:00:00,00
31704,31704,25.5.2019. 20:50:00,17.5,77.3,16.3,18.2,0.0,25.5.2019  20:50:00,50
31705,31705,25.5.2019. 20:40:00,17.8,79.7,16.7,18.2,0.0,25.5.2019  20:40:00,40
31706,31706,25.5.2019. 20:30:00,18.3,78.7,17.3,18.2,0.0,25.5.2019  20:30:00,30
31707,31707,25.5.2019. 20:20:00,19.1,76.8,18.1,18.2,0.0,25.5.2019  20:20:00,20
31708,31708,25.5.2019. 20:10:00,19.6,75.8,18.4,18.2,0.0,25.5.2019  20:10:00,10
31709,31709,25.5.2019. 20:00:00,19.9,75.2,18.6,18.2,0.0,25.5.2019  20:00:00,00
31710,31710,25.5.2019. 19:50:00,20.6,73.1,19.2,18.3,0.0,25.5.2019  19:50:00,50
31711,31711,25.5.2019. 19:40:00,21.4,69.9,20.2,18.3,0.0,25.5.2019  19:40:00,40
31712,31712,25.5.2019. 19:30:00,21.9,67.1,20.9,18.3,0.0,25.5.2019  19:30:00,30
31713,31713,25.5.2019. 19:20:00,22.2,66.1,21.2,18.3,0.0,25.5.2019  19:20:00,20
31714,31714,25.5.2019. 19:10:00,22.7,66.9,21.8,18.3,0.0,25.5.2019  19:10:00,10
31715,31715,25.5.2019. 19:00:00,23.8,61.3,23.7,18.3,0.0,25.5.2019  19:00:00,00
31716,31716,25.5.2019. 18:50:00,24.1,48.7,24.6,18.3,0.0,25.5.2019  18:50:00,50
31717,31717,25.5.2019. 18:40:00,24.2,47.8,24.6,18.3,0.0,25.5.2019  18:40:00,40
31718,31718,25.5.2019. 18:30:00,23.9,56.2,23.9,18.3,0.0,25.5.2019  18:30:00,30
31719,31719,25.5.2019. 18:20:00,23.6,55.5,23.6,18.2,0.0,25.5.2019  18:20:00,20
31720,31720,25.5.2019. 18:10:00,23.3,58.3,23.1,18.2,0.0,25.5.2019  18:10:00,10
31721,31721,25.5.2019. 18:00:00,23.6,57.1,23.5,18.2,0.0,25.5.2019  18:00:00,00
31722,31722,25.5.2019. 17:50:00,23.9,50.6,24.2,18.2,0.0,25.5.2019  17:50:00,50
31723,31723,25.5.2019. 17:40:00,24.4,49.3,25.4,18.2,0.0,25.5.2019  17:40:00,40
31724,31724,25.5.2019. 17:30:00,25.3,47.0,26.1,18.1,0.0,25.5.2019  17:30:00,30
31725,31725,25.5.2019. 17:20:00,24.6,46.1,25.3,18.1,0.0,25.5.2019  17:20:00,20
31726,31726,25.5.2019. 17:10:00,25.1,45.7,26.0,18.1,0.0,25.5.2019  17:10:00,10
31727,31727,25.5.2019. 17:00:00,25.1,43.3,26.5,18.0,0.0,25.5.2019  17:00:00,00
31728,31728,25.5.2019. 16:50:00,25.0,45.7,26.8,18.0,0.0,25.5.2019  16:50:00,50
31729,31729,25.5.2019. 16:40:00,23.9,52.1,24.5,17.9,0.0,25.5.2019  16:40:00,40
31730,31730,25.5.2019. 16:30:00,24.3,51.6,24.8,17.9,0.0,25.5.2019  16:30:00,30
31731,31731,25.5.2019. 16:20:00,25.4,45.2,26.5,17.9,0.0,25.5.2019  16:20:00,20
31732,31732,25.5.2019. 16:10:00,26.1,45.5,27.8,17.8,0.0,25.5.2019  16:10:00,10
31733,31733,25.5.2019. 16:00:00,27.1,43.2,31.0,17.7,0.0,25.5.2019  16:00:00,00
31734,31734,25.5.2019. 15:50:00,27.1,39.4,30.6,17.7,0.0,25.5.2019  15:50:00,50
31735,31735,25.5.2019. 15:40:00,26.9,42.5,31.0,17.6,0.0,25.5.2019  15:40:00,40
31736,31736,25.5.2019. 15:30:00,26.7,43.3,29.6,17.6,0.0,25.5.2019  15:30:00,30
31737,31737,25.5.2019. 15:20:00,26.6,46.1,30.2,17.5,0.0,25.5.2019  15:20:00,20
31738,31738,25.5.2019. 15:10:00,25.6,46.9,28.3,17.4,0.0,25.5.2019  15:10:00,10
31739,31739,25.5.2019. 15:00:00,25.2,47.9,27.6,17.4,0.0,25.5.2019  15:00:00,00
